[s];[km];[km];[km];[m/s];[m/s];[m/s];[m/s];[-];[m/s2];[m/s2];[m/s2];[km];[km];[km];[km];[deg];[deg];[-];[-];[-];[m];[deg];[deg];[deg];[deg];[Nm];[Nm];[deg];[deg];[deg];[deg];[kg];[m];[kgm2];[kgm2];[deg/s];[deg/s];[deg/s];[km];[kPa];[g];[g];[g];[deg];[deg];[deg];[deg];[deg];[deg];[deg];[deg];[km];[s];[m/s];[m/s];[m/s];[-];[deg];[deg];[deg/s];[deg/s];[deg/s];[m/s];[m/s];[m/s];[rad];[rad];[rad];[-]
t;xup;yeast;znorth;vr;vxup;vyeast;vznorth;mach;axup;ayeast;aznorth;iipeast;iipnorth;iiprange;range;long;lat;Cd;cnalfa;cmq;xcp;alfa;beta;uy;uz;smomy;smomz;epsilon;delta;gamma;chi;mass;xcm;ix;iy;wx;wy;wz;alt;dynpress;nx;ny;nz;phi;theta;psi;phim;thetam;psim;dy;dz;instapo;tip;windup;windeast;windnorth;cmdelta;refatty;refattz;wxims;wyims;wzims;vx_incr;vy_incr;vz_incr;wz_incr;wy_incr;wx_incr;autp
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.5000;0.0774;-0.0004;0.0031;102.3319;102.2407;-0.6036;4.2777;0.3024;63.9155;-0.4089;2.9221;-1.7674;0.0943;1.7699;0.0032;21.1069;67.8933;0.3299;18.2035;1236.5108;0.4600;0.1197;0.0069;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5805;-8.0310;2538.2429;1.3231;127.9186;19220.3636;15.1412;-0.0238;0.0026;0.4114;6.1548;7.5091;-0.0001;-0.0023;11.9020;-2.2773;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.6080;21.4938;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
1.6000;0.0880;-0.0005;0.0036;108.7496;108.6517;-0.6451;4.5695;0.3214;64.2933;-0.4109;2.9363;-1.7693;0.1072;1.7725;0.0036;21.1069;67.8933;0.3289;18.2320;1237.4040;0.4596;0.1287;0.0112;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5679;-8.0356;2530.6286;1.3320;127.6957;19165.9348;18.5424;-0.0394;0.0046;0.4220;6.9437;7.5476;-0.0002;-0.0028;13.5843;-2.2804;-0.3208;0.0000;0.0000;0.0000;0.0000;0.0000;0.6872;22.8465;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
1.7000;0.0992;-0.0006;0.0041;115.2052;115.1004;-0.6869;4.8627;0.3405;64.6724;-0.4133;2.9528;-1.7713;0.1210;1.7754;0.0041;21.1069;67.8933;0.3280;18.2607;1238.3029;0.4592;0.1344;0.0165;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5568;-8.0401;2523.0143;1.3410;127.4729;19111.5423;22.1118;-0.0580;0.0082;0.4332;7.7838;7.5863;-0.0004;-0.0033;15.6153;-2.2853;-0.3216;0.0000;0.0000;0.0000;0.0000;0.0000;0.7717;24.2065;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
1.8000;0.1110;-0.0006;0.0046;121.6987;121.5872;-0.7290;5.1578;0.3597;65.0527;-0.4161;2.9723;-1.7735;0.1357;1.7786;0.0046;21.1069;67.8933;0.3270;18.2896;1239.2074;0.4588;0.1366;0.0225;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5468;-8.0445;2515.4000;1.3500;127.2500;19057.1858;25.8291;-0.0792;0.0141;0.4450;8.6757;7.6250;-0.0006;-0.0037;18.0109;-2.2921;-0.3226;0.0000;0.0000;0.0000;0.0000;0.0000;0.8614;25.5738;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
1.9000;0.1235;-0.0007;0.0051;128.2305;128.1121;-0.7714;5.4549;0.3791;65.4344;-0.4195;2.9954;-1.7758;0.1513;1.7822;0.0051;21.1069;67.8933;0.3260;18.3186;1240.1176;0.4584;0.1353;0.0290;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5376;-8.0489;2507.7857;1.3590;127.0271;19002.8654;29.6732;-0.1024;0.0230;0.4575;9.6199;7.6640;-0.0009;-0.0041;20.7847;-2.3013;-0.3241;0.0000;0.0000;0.0000;0.0000;0.0000;0.9566;26.9486;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.0000;0.1366;-0.0008;0.0056;134.8005;134.6752;-0.8142;5.7546;0.3986;65.8173;-0.4235;3.0228;-1.7782;0.1679;1.7861;0.0057;21.1069;67.8933;0.3251;18.3479;1241.0336;0.4580;0.1305;0.0356;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5289;-8.0534;2500.1714;1.3680;126.8043;18948.5810;33.6232;-0.1268;0.0356;0.4706;10.6170;7.7030;-0.0012;-0.0044;23.9484;-2.3130;-0.3259;0.0000;0.0000;0.0000;0.0000;0.0000;1.0574;28.3309;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.1000;0.1504;-0.0009;0.0062;141.4090;141.2766;-0.8575;6.0573;0.4182;66.2015;-0.4283;3.0551;-1.7808;0.1855;1.7904;0.0063;21.1069;67.8933;0.3241;18.3773;1241.9554;0.4576;0.1222;0.0416;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5205;-8.0579;2492.5571;1.3770;126.5814;18894.3324;37.6589;-0.1512;0.0524;0.4844;11.6673;7.7423;-0.0015;-0.0046;27.5116;-2.3274;-0.3282;0.0000;0.0000;0.0000;0.0000;0.0000;1.1636;29.7208;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.2000;0.1649;-0.0010;0.0069;148.0561;147.9165;-0.9014;6.3635;0.4379;66.5869;-0.4339;3.0928;-1.7836;0.2041;1.7952;0.0069;21.1069;67.8933;0.3231;18.4069;1242.8831;0.4572;0.1107;0.0464;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5120;-8.0626;2484.9429;1.3860;126.3586;18840.1195;41.7608;-0.1740;0.0738;0.4989;12.7715;7.7816;-0.0019;-0.0045;31.4818;-2.3447;-0.3309;0.0000;0.0000;0.0000;0.0000;0.0000;1.2756;31.1183;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.3000;0.1800;-0.0011;0.0075;154.7420;154.5951;-0.9459;6.6737;0.4578;66.9735;-0.4405;3.1362;-1.7865;0.2237;1.8004;0.0076;21.1069;67.8933;0.3221;18.4367;1243.8167;0.4568;0.0964;0.0493;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.5035;-8.0675;2477.3286;1.3951;126.1357;18785.9424;45.9112;-0.1933;0.0997;0.5140;13.9298;7.8211;-0.0022;-0.0043;35.8648;-2.3648;-0.3340;0.0000;0.0000;0.0000;0.0000;0.0000;1.3933;32.5235;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.4000;0.1958;-0.0012;0.0082;161.4667;161.3124;-0.9912;6.9885;0.4778;67.3615;-0.4479;3.1855;-1.7896;0.2445;1.8062;0.0083;21.1069;67.8933;0.3211;18.4667;1244.7563;0.4564;0.0799;0.0497;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4945;-8.0726;2469.7143;1.4041;125.9129;18731.8008;50.0936;-0.2071;0.1295;0.5298;15.1429;7.8608;-0.0024;-0.0039;40.6646;-2.3876;-0.3376;0.0000;0.0000;0.0000;0.0000;0.0000;1.5169;33.9365;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.5000;0.2123;-0.0013;0.0089;168.2305;168.0685;-1.0373;7.3086;0.4979;67.7506;-0.4563;3.2405;-1.7928;0.2665;1.8125;0.0090;21.1069;67.8933;0.3201;18.4969;1245.7018;0.4560;0.0621;0.0469;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4851;-8.0780;2462.1000;1.4132;125.6900;18677.6946;54.2936;-0.2134;0.1618;0.5463;16.4110;7.9007;-0.0025;-0.0033;45.8836;-2.4130;-0.3417;0.0000;0.0000;0.0000;0.0000;0.0000;1.6464;35.3573;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.6000;0.2294;-0.0014;0.0097;174.5366;174.3672;-1.0813;7.6133;0.5167;58.2036;-0.4056;2.8775;-1.7961;0.2881;1.8190;0.0097;21.1068;67.8933;0.3208;18.5417;1251.1063;0.4569;0.0444;0.0409;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4748;-8.0838;2455.0250;1.4201;125.5200;18639.1961;58.4848;-0.2105;0.1946;0.5634;17.6341;6.9286;-0.0024;-0.0026;51.5227;-2.4404;-0.3460;0.0000;0.0000;0.0000;0.0000;0.0000;1.7730;36.6883;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.7000;0.2471;-0.0015;0.0104;179.8848;179.7086;-1.1203;7.8814;0.5326;48.6069;-0.3537;2.5067;-1.7990;0.3077;1.8251;0.0105;21.1068;67.8934;0.3216;18.5816;1256.1788;0.4578;0.0278;0.0317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4636;-8.0900;2447.9500;1.4271;125.3500;18600.7071;62.5783;-0.1973;0.2250;0.5811;18.6981;5.9514;-0.0019;-0.0017;57.5769;-2.4694;-0.3507;0.0000;0.0000;0.0000;0.0000;0.0000;1.8868;37.8309;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.8000;0.2653;-0.0016;0.0112;184.2702;184.0879;-1.1540;8.1119;0.5457;38.9611;-0.3003;2.1263;-1.8016;0.3249;1.8307;0.0113;21.1068;67.8934;0.3223;18.6144;1260.3479;0.4585;0.0137;0.0197;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4515;-8.0966;2440.8750;1.4341;125.1800;18562.2276;66.4765;-0.1739;0.2498;0.5993;19.5851;4.9691;-0.0013;-0.0009;64.0315;-2.4993;-0.3555;0.0000;0.0000;0.0000;0.0000;0.0000;1.9859;38.7841;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
2.9000;0.2839;-0.0017;0.0120;187.6877;187.5002;-1.1823;8.3038;0.5560;29.2663;-0.2452;1.7345;-1.8038;0.3395;1.8355;0.0122;21.1068;67.8934;0.3228;18.6400;1263.6080;0.4591;0.0030;0.0057;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4387;-8.1035;2433.8000;1.4411;125.0100;18523.7574;70.0984;-0.1418;0.2660;0.6179;20.2805;3.9819;-0.0004;-0.0002;70.8626;-2.5293;-0.3603;0.0000;0.0000;0.0000;0.0000;0.0000;2.0689;39.5466;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
3.0000;0.3028;-0.0018;0.0129;190.5978;190.4054;-1.2080;8.4766;0.5648;28.8273;-0.2473;1.7457;-1.8058;0.3528;1.8400;0.0130;21.1068;67.8934;0.3232;18.6619;1266.3922;0.4596;-0.0035;-0.0091;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4252;-8.1107;2429.1714;1.4468;124.8486;18491.3478;73.3948;-0.1037;0.2713;0.6368;20.8747;3.9373;0.0006;0.0002;78.0397;-2.5586;-0.3650;0.0000;0.0000;0.0000;0.0000;0.0000;2.1436;40.2089;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
3.1000;0.3220;-0.0019;0.0137;193.4640;193.2666;-1.2339;8.6504;0.5734;28.3870;-0.2492;1.7548;-1.8079;0.3663;1.8446;0.0139;21.1068;67.8934;0.3237;18.6835;1269.1371;0.4600;-0.0056;-0.0234;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;87.4113;-8.1181;2424.5429;1.4524;124.6871;18458.9522;76.3914;-0.0633;0.2643;0.6560;21.4659;3.8926;0.0017;0.0004;85.5312;-2.5865;-0.3696;0.0000;0.0000;0.0000;0.0000;0.0000;2.2185;40.8618;0.0000;0.0000;0.0000;0.0000;-2.2776;-0.3203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.0000
